指标编号,指标名,event_date,App版本,渠道,新老用户,付费状态,来源入口,unlock_type,apply_currency_type,指标值,分子,分母,状态,备注
5,活动页PV,2026-06-06,2.0.06,google-play,Old User,Paid,google-play,,,2.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-06,2.0.06,google-play,Old User,Paid,google-play,,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.66,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.66,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.67,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.67,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.70,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.70,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.71,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.71,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.72,(direct),Old User,Non-paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.72,(direct),Old User,Non-paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.73,(direct),Old User,Non-paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.73,(direct),Old User,Non-paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.73,frog,Old User,Non-paid,frog,,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.73,frog,Old User,Non-paid,frog,,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.74,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.74,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.75,(direct),Old User,Non-paid,(direct),,,2.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.75,(direct),Old User,Non-paid,(direct),,,2.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.75,(direct),Old User,Paid,(direct),,,2.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.75,(direct),Old User,Paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.75,getit,Old User,Non-paid,getit,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.75,getit,Old User,Non-paid,getit,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.76,(direct),Old User,Non-paid,(direct),,,10.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.76,(direct),Old User,Non-paid,(direct),,,7.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.76,(direct),Old User,Paid,(direct),,,4.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.76,(direct),Old User,Paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.76,Apple,Old User,Non-paid,Apple,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.76,Apple,Old User,Non-paid,Apple,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.76,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.76,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.88,AppReferral,Old User,Non-paid,AppReferral,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.88,AppReferral,Old User,Non-paid,AppReferral,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.89,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.89,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.90,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.90,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.91,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.91,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.91,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.91,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.92,(direct),Old User,Non-paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.92,(direct),Old User,Non-paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.92,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.92,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.93,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.93,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.97,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.97,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.97,AppReferral,Old User,Non-paid,AppReferral,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.97,AppReferral,Old User,Non-paid,AppReferral,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.97,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.97,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.99,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.99,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,1.9.99,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,1.9.99,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.00,(direct),Old User,Non-paid,(direct),,,3.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.00,(direct),Old User,Non-paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.01,(direct),Old User,Non-paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.01,(direct),Old User,Non-paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.01,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.01,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.02,(direct),Old User,Non-paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.02,(direct),Old User,Non-paid,(direct),,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.02,(direct),Old User,Paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.02,(direct),Old User,Paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.02,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.02,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.02,getit,Old User,Non-paid,getit,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.02,getit,Old User,Non-paid,getit,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.02,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.02,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.03,(direct),Old User,Non-paid,(direct),,,4.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.03,(direct),Old User,Non-paid,(direct),,,2.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.03,(direct),Old User,Paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.03,(direct),Old User,Paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.03,AppReferral,Old User,Non-paid,AppReferral,,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.03,AppReferral,Old User,Non-paid,AppReferral,,,1.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.03,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.03,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.03,google-play,Old User,Paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.03,google-play,Old User,Paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.04,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.04,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.05,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.05,(direct),Old User,Non-paid,(direct),,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.05,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.05,frog,Old User,Non-paid,frog,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.05,getit,Old User,Non-paid,getit,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.05,getit,Old User,Non-paid,getit,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.05,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.05,google-play,Old User,Non-paid,google-play,,,0.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页PV,2026-06-07,2.0.06,(direct),Old User,Non-paid,(direct),,,23.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
5,活动页UV,2026-06-07,2.0.06,(direct),Old User,Non-paid,(direct),,,13.0,,,partial,BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
